1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
520,0.0,1.0,0,0,2,520,240,1,1920.0,520,3,6324,60.0,0.0,0,6,4,520,1927,1950,68500
789,0.0,2.0,0,104,1,516,250,1,1948.0,789,1,6000,50.0,0.0,0,5,5,789,1948,1950,115000
1155,0.0,3.0,3,899,1,210,576,1,1987.0,1155,0,11782,88.0,0.0,0,7,5,1109,1961,1995,148000
1252,0.0,3.0,0,0,2,1252,528,1,1960.0,1252,0,10721,80.0,243.0,39,6,6,1252,1959,1959,142000
742,742.0,3.0,0,0,2,742,0,1,1980.0,1484,1,6300,35.0,0.0,291,6,6,742,1914,2001,128000
1659,0.0,2.0,0,1158,0,343,499,2,2000.0,1659,2,5664,40.0,0.0,59,5,8,1501,2000,2000,278000
1086,838.0,3.0,3,956,0,130,592,0,1998.0,1924,0,12011,78.0,530.0,75,5,8,1086,1998,1998,280000
768,0.0,2.0,3,660,2,108,396,2,1974.0,768,1,7200,60.0,0.0,0,8,5,768,1972,2003,133900
1728,0.0,6.0,0,40,0,1424,352,1,2002.0,1728,1,10624,69.0,84.0,0,4,5,1728,1964,1964,119000
728,728.0,3.0,0,0,2,728,400,1,2005.0,1456,0,8029,51.0,0.0,24,5,6,728,2005,2005,176000
672,252.0,3.0,2,0,2,672,576,1,2003.0,924,1,8064,60.0,0.0,0,7,5,672,1949,2006,122900
1776,0.0,4.0,0,0,2,1584,888,1,1968.0,1776,1,11475,85.0,95.0,25,5,5,1584,1958,1958,110000
1140,0.0,3.0,0,0,2,1140,0,1,1980.0,1140,1,17217,90.0,0.0,56,5,5,1140,2006,2006,84500
1034,0.0,3.0,3,539,0,473,888,1,1976.0,1034,1,12328,69.0,335.0,0,5,6,1012,1976,1976,169900
976,332.0,2.0,0,428,3,300,256,1,1940.0,1308,1,9600,130.0,0.0,70,7,5,728,1940,1950,160000
2084,0.0,2.0,3,1636,0,442,1220,2,2007.0,2084,2,14803,114.0,816.0,45,5,10,2078,2007,2008,385000
955,0.0,3.0,0,763,4,192,386,1,1966.0,955,1,7742,66.0,0.0,0,7,5,955,1966,1966,127000
2136,0.0,4.0,0,756,5,1380,528,1,1951.0,2136,1,10680,89.0,44.0,30,3,5,2136,1951,1951,137900
1086,0.0,3.0,0,320,1,404,490,1,1989.0,1086,1,10200,85.0,104.0,0,7,5,1086,1954,2003,144900
810,672.0,3.0,0,156,4,516,400,1,1934.0,1482,3,12155,69.0,0.0,0,8,6,672,1925,1950,140000
804,878.0,3.0,0,505,0,299,523,0,1998.0,1682,0,8750,70.0,116.0,77,5,6,804,1998,1998,200500
773,885.0,3.0,0,219,0,554,431,2,1995.0,1658,1,8000,69.0,0.0,84,5,6,773,1995,1996,188000
1500,0.0,3.0,3,20,0,1480,570,0,2004.0,1500,0,8487,63.0,210.0,36,5,7,1500,2004,2004,190000
1381,0.0,3.0,0,982,1,179,676,1,1972.0,1381,0,9360,78.0,0.0,0,7,6,1161,1972,2006,197500
928,836.0,3.0,0,821,0,107,470,0,1997.0,1764,0,15426,65.0,0.0,99,5,6,928,1997,1997,231500
816,0.0,3.0,0,0,2,816,528,1,1985.0,1176,1,6240,52.0,0.0,0,6,6,816,1934,1950,114500
858,0.0,2.0,1,696,4,162,0,1,1980.0,858,1,7207,50.0,0.0,0,7,5,858,1958,2008,116500
928,992.0,4.0,0,220,3,708,400,1,1948.0,1920,1,11345,95.0,567.0,0,5,5,928,1948,1950,137000
1269,0.0,2.0,0,24,0,1232,430,2,2004.0,1269,0,3182,43.0,16.0,20,5,8,1256,2004,2005,192000
1555,0.0,2.0,0,0,2,1373,660,2,2007.0,1555,0,3684,53.0,130.0,20,5,7,1373,2007,2007,174000
829,727.0,4.0,0,298,3,429,441,1,1968.0,1556,1,11700,78.0,0.0,0,6,6,727,1968,1968,154000
840,765.0,3.0,0,0,2,840,379,1,1915.0,1605,1,5790,60.0,0.0,0,6,3,840,1915,1950,107400
780,0.0,2.0,3,632,1,148,352,1,1973.0,780,1,7200,60.0,0.0,0,7,5,780,1972,1972,124900
1580,0.0,3.0,0,0,2,1580,830,0,2008.0,1580,0,11932,92.0,186.0,24,5,8,1580,2007,2008,235128
816,0.0,2.0,0,708,0,108,308,1,1957.0,816,1,7100,73.0,0.0,0,7,5,816,1957,1957,129900
1476,1237.0,3.0,3,1330,0,122,858,2,2008.0,2713,2,14948,67.0,268.0,66,5,9,1452,2008,2008,446261
753,741.0,3.0,0,547,4,224,213,1,1942.0,1494,0,7500,69.0,0.0,0,7,6,771,1942,1950,177500
813,0.0,2.0,0,0,2,813,270,1,1932.0,813,0,5684,70.0,0.0,113,8,6,813,1930,2005,110000
1699,748.0,4.0,0,0,2,804,336,1,1969.0,2447,0,9638,50.0,0.0,0,7,6,804,1919,1990,169000
1392,1392.0,5.0,0,790,2,133,564,0,1978.0,2784,0,16692,80.0,184.0,112,5,7,1392,1978,1978,250000
765,600.0,3.0,0,765,5,0,440,1,1970.0,1365,1,2368,24.0,312.0,36,6,5,765,1970,1970,125000
1337,0.0,2.0,0,733,0,604,462,0,1993.0,1337,0,5395,41.0,0.0,0,5,8,1337,1993,1993,180000
1872,0.0,3.0,3,929,0,916,604,1,1988.0,1872,1,10400,80.0,102.0,39,5,7,1845,1988,1988,241500
1382,0.0,3.0,1,672,3,0,884,1,1991.0,1382,1,19296,120.0,399.0,0,5,6,1362,1962,1962,176000
1484,0.0,3.0,3,712,0,761,606,0,2004.0,1484,0,8400,70.0,109.0,35,5,7,1473,2004,2005,213000
1314,0.0,2.0,0,904,0,410,626,0,2008.0,1314,0,5063,34.0,166.0,62,5,7,1314,2007,2008,207500
1980,0.0,3.0,3,1447,0,533,770,2,2004.0,1980,2,16737,129.0,66.0,45,5,9,1980,2004,2005,315000
1554,0.0,2.0,2,24,0,1530,627,0,2006.0,1554,0,4590,34.0,108.0,73,5,8,1554,2006,2006,209500
672,252.0,2.0,0,348,4,324,280,1,1941.0,924,3,12180,60.0,0.0,0,4,4,672,1941,1950,80000
1306,0.0,1.0,3,900,1,406,624,1,2005.0,1306,0,5381,34.0,135.0,63,5,6,1306,2005,2005,196000
1440,0.0,4.0,0,133,1,1307,0,1,1980.0,1440,3,12108,92.0,270.0,0,4,4,1440,1955,1955,118000
1164,896.0,4.0,0,831,0,320,521,1,1988.0,2060,1,10029,97.0,268.0,228,5,6,1151,1988,1989,211000
1434,0.0,3.0,0,20,0,1434,527,0,2001.0,1434,0,8529,65.0,0.0,39,5,7,1454,2001,2001,189000
894,0.0,3.0,0,552,2,342,400,1,1999.0,894,1,9450,68.0,0.0,0,5,4,894,1954,1954,110000
928,0.0,3.0,0,308,3,620,288,2,1957.0,928,1,6000,50.0,0.0,0,6,5,928,1957,1957,112500
1625,0.0,2.0,1,1573,2,0,538,1,2006.0,1625,0,4750,44.0,481.0,0,5,8,1573,2006,2007,235000
1324,0.0,3.0,0,643,3,445,440,1,1965.0,1324,1,8658,84.0,101.0,138,5,6,1088,1965,1965,160000
1164,0.0,3.0,0,1040,1,124,240,1,1950.0,1164,1,10880,68.0,0.0,48,5,5,1164,1950,1950,125000
1056,0.0,3.0,0,846,3,210,308,0,1958.0,1056,1,8176,70.0,0.0,0,6,5,1056,1958,1992,139000
1436,884.0,3.0,0,774,1,104,180,1,1945.0,2320,0,7259,61.0,0.0,0,8,6,1028,1945,2002,259500
928,0.0,2.0,0,377,3,551,252,1,1956.0,928,1,13300,70.0,0.0,0,7,5,928,1956,2000,132000
630,672.0,3.0,0,0,2,630,440,1,1970.0,1302,1,2016,24.0,304.0,0,5,5,630,1970,1970,106000
720,0.0,2.0,0,495,3,225,0,1,1980.0,720,1,7879,60.0,0.0,523,5,4,720,1920,1950,34900
794,676.0,3.0,3,182,0,612,388,2,1997.0,1470,1,13869,69.0,0.0,75,6,6,794,1997,1997,177000
672,728.0,3.0,0,209,1,463,440,2,1978.0,1400,1,7844,74.0,203.0,0,7,6,672,1978,1978,149500
848,0.0,1.0,1,697,0,151,420,0,2004.0,848,0,4426,69.0,147.0,0,5,6,848,2004,2004,141000
950,208.0,3.0,0,0,2,862,208,0,1929.0,1158,1,6000,50.0,0.0,0,7,6,862,1929,1950,120000
1328,653.0,4.0,0,622,4,500,576,1,1981.0,1981,0,7804,65.0,0.0,44,3,4,1122,1928,1950,135000
993,1243.0,4.0,0,0,2,964,642,2,1997.0,2236,0,13006,69.0,285.0,0,5,7,964,1997,1997,222000
689,689.0,3.0,0,141,3,548,360,1,1928.0,1378,0,9600,60.0,0.0,0,9,7,689,1928,2005,161000
1117,0.0,3.0,3,422,1,480,672,1,1976.0,1117,1,7819,94.0,0.0,0,5,6,1029,1976,1976,107000
1573,0.0,3.0,0,788,0,785,544,0,2002.0,1573,0,9808,67.0,110.0,72,5,7,1573,2002,2002,227000
2000,704.0,4.0,1,1410,2,542,538,2,1972.0,2704,2,13860,75.0,0.0,111,7,8,1952,1972,1995,345000
949,272.0,4.0,0,392,4,392,392,1,1965.0,1221,1,9738,60.0,0.0,0,7,5,784,1924,1950,104900
1153,878.0,3.0,3,252,1,901,541,2,1998.0,2031,0,11404,75.0,202.0,84,5,7,1153,1998,1999,222500
820,523.0,3.0,0,0,2,731,186,1,1921.0,1343,1,7681,54.0,0.0,0,6,5,731,1921,1950,154900
988,0.0,1.0,1,938,1,0,540,1,1969.0,988,1,21453,69.0,0.0,130,5,6,938,1969,1969,180000
855,586.0,3.0,0,311,1,544,440,1,1978.0,1441,1,2289,24.0,0.0,0,6,6,855,1978,1978,148500
1768,0.0,4.0,0,0,2,1768,0,1,1980.0,1768,1,10778,72.0,0.0,0,5,4,1768,1968,1968,136500
4692,950.0,3.0,1,5644,0,466,1418,2,2008.0,5642,2,63887,313.0,796.0,292,5,10,6110,2008,2008,160000
2217,0.0,4.0,1,351,1,1043,621,1,1970.0,2217,0,15865,95.0,0.0,207,6,8,2217,1970,1970,268000
1368,0.0,2.0,0,0,2,1368,474,0,2005.0,1368,0,6955,48.0,94.0,35,5,7,1368,2005,2006,202500
1325,1093.0,3.0,1,1173,0,138,983,0,1993.0,2418,0,10542,96.0,651.0,154,5,7,1311,1993,1994,341000
1440,0.0,4.0,1,1440,2,0,0,1,1980.0,1440,1,7711,42.0,0.0,0,3,4,1440,1977,1977,150000
908,1020.0,4.0,0,0,2,1020,440,1,1910.0,1928,3,9142,69.0,0.0,60,8,6,1020,1910,1950,137000
954,0.0,3.0,3,483,1,428,576,1,1976.0,954,1,10780,55.0,0.0,0,5,5,911,1976,1976,132500
1212,0.0,3.0,3,506,1,0,492,1,1978.0,1212,1,8471,88.0,46.0,12,7,6,506,1977,1995,151000
786,0.0,3.0,0,0,2,768,676,0,2008.0,1590,0,9000,75.0,0.0,30,5,8,768,2008,2008,210000
1372,0.0,3.0,0,0,2,1372,529,2,2008.0,1372,0,8640,72.0,0.0,140,5,7,1372,2007,2008,250580
1464,0.0,3.0,3,444,1,76,480,0,1997.0,1464,1,12886,70.0,0.0,0,6,5,520,1963,1999,175000
1258,0.0,0.0,3,1198,2,0,400,1,1969.0,1258,1,12900,60.0,0.0,0,4,4,1198,1969,1969,108959
1040,0.0,3.0,0,732,0,308,576,1,2000.0,1040,0,12464,82.0,0.0,0,5,5,1040,1996,1996,152000
1766,648.0,3.0,0,664,4,290,520,1,1970.0,2414,1,10800,60.0,0.0,0,4,5,954,1900,1970,160000
1144,0.0,3.0,3,739,4,405,596,1,1956.0,1144,1,9571,68.0,0.0,0,6,5,1144,1956,1956,129000
968,0.0,4.0,0,0,2,656,216,1,1928.0,968,1,10800,60.0,0.0,0,6,4,656,1927,2007,64500
1314,0.0,3.0,0,24,0,1290,440,0,2006.0,1314,0,9317,78.0,0.0,22,5,6,1314,2006,2006,176432
1349,0.0,3.0,0,0,2,1349,539,1,2000.0,1349,1,8450,65.0,108.0,55,5,7,1349,2000,2001,179000
1072,0.0,2.0,1,459,2,88,525,1,2005.0,1072,1,3675,35.0,80.0,28,5,6,547,2005,2005,148000
861,0.0,1.0,0,262,4,599,539,1,1961.0,861,1,12342,69.0,0.0,0,5,4,861,1940,1950,82500
1831,1796.0,4.0,1,1387,0,543,807,2,1995.0,3627,0,35760,118.0,1378.0,76,5,10,1930,1995,1996,625000
1422,915.0,5.0,0,0,2,662,560,1,1945.0,2337,1,13600,85.0,0.0,57,5,5,662,1900,1950,90000
1378,994.0,4.0,0,0,2,994,432,0,1985.0,2372,1,6600,60.0,0.0,287,4,5,994,1892,1965,107500
1164,1106.0,4.0,0,524,0,628,671,2,1999.0,2270,0,11764,92.0,348.0,57,7,8,1152,1999,2007,290000
1107,983.0,3.0,2,859,1,216,484,1,1973.0,2090,1,10382,69.0,240.0,204,6,7,1107,1973,1973,200000
708,708.0,3.0,0,404,1,304,776,0,1968.0,1416,1,11700,90.0,420.0,169,6,6,708,1968,1968,179900
728,728.0,3.0,0,0,2,728,440,2,2006.0,1456,0,11103,85.0,0.0,0,5,7,728,2006,2006,155835
1898,1080.0,5.0,0,0,2,710,564,2,1961.0,2978,0,11275,96.0,300.0,0,7,7,710,1967,2007,242000
796,550.0,2.0,0,0,2,560,384,1,1950.0,1346,1,11767,70.0,0.0,24,7,4,560,1910,2000,112000
1902,0.0,3.0,3,1406,0,496,567,2,1959.0,1902,2,17500,100.0,0.0,207,8,7,1902,1959,2002,335000
1654,0.0,3.0,0,986,0,668,900,1,2002.0,1654,0,8125,69.0,295.0,136,5,7,1654,2002,2002,230000
1733,0.0,4.0,0,0,2,0,452,1,1955.0,1733,1,13680,69.0,0.0,0,5,3,0,1955,1955,139600
1378,741.0,3.0,0,0,2,689,583,1,1972.0,2119,1,10448,69.0,333.0,104,6,6,689,1972,1972,158000
1051,788.0,4.0,0,0,2,756,442,1,1966.0,1839,1,7700,70.0,351.0,124,5,6,756,1966,1966,155000
1022,1032.0,3.0,0,695,0,297,390,0,2000.0,2054,0,12224,69.0,40.0,48,5,6,992,2000,2000,244000
546,546.0,3.0,0,0,2,546,286,1,1970.0,1092,1,2001,21.0,80.0,0,5,4,546,1970,1970,75000
1132,1320.0,4.0,3,0,2,1117,691,1,2004.0,2452,0,13418,108.0,132.0,32,5,8,1117,2004,2005,309000
1266,0.0,3.0,0,0,2,1257,453,1,2005.0,1266,0,7500,62.0,0.0,144,5,7,1257,2005,2005,176000
1646,0.0,3.0,1,1513,0,125,800,0,2008.0,1646,0,9520,71.0,338.0,44,5,8,1638,2007,2008,293077
728,728.0,3.0,0,0,2,728,429,0,2006.0,1456,1,15578,105.0,0.0,0,5,6,728,2006,2006,172785
1026,0.0,3.0,1,505,0,0,576,1,1981.0,1026,1,10970,69.0,0.0,0,6,6,940,1978,1978,147000
952,596.0,3.0,0,0,2,952,672,1,1978.0,1548,2,7264,55.0,0.0,0,7,7,952,1925,2007,205000
1006,0.0,3.0,0,288,0,718,0,1,1980.0,1006,1,9000,69.0,0.0,24,3,5,1006,1959,1959,80000
1690,1589.0,4.0,1,1416,1,234,841,2,2003.0,3279,2,53504,47.0,603.0,36,5,8,1650,2003,2003,538000
884,884.0,3.0,0,550,0,334,543,1,2003.0,1768,0,8158,65.0,252.0,63,5,7,884,2003,2003,224900
904,0.0,3.0,0,0,2,876,408,1,1966.0,904,1,7162,69.0,41.0,0,7,5,876,1966,1966,109900
792,348.0,3.0,0,0,2,576,0,1,1980.0,1140,1,8800,55.0,0.0,160,7,4,576,1910,2004,96500
1459,0.0,3.0,0,0,2,1459,527,0,2002.0,1459,0,8749,70.0,100.0,39,5,7,1459,2002,2002,192000
912,0.0,3.0,0,842,1,70,336,1,1974.0,912,1,8521,70.0,0.0,0,5,5,912,1967,1967,125000
1199,0.0,2.0,0,300,0,899,530,0,1993.0,1199,0,7892,55.0,0.0,63,5,6,1199,1993,1993,153900
1048,0.0,3.0,0,0,2,0,420,1,1950.0,1048,1,7200,60.0,0.0,27,5,5,0,1950,1950,98300
1656,0.0,4.0,0,0,2,1656,506,1,1973.0,1656,1,9246,87.0,564.0,211,5,5,1656,1973,1973,135000
1344,0.0,2.0,0,457,1,193,484,1,1970.0,1344,1,9503,69.0,0.0,28,5,5,1024,1958,1983,144000
1644,0.0,2.0,1,1518,0,0,569,2,1989.0,1644,0,12800,69.0,145.0,0,5,7,1518,1989,1989,275000
912,0.0,2.0,0,595,1,317,576,1,1992.0,912,0,8872,72.0,300.0,240,8,5,912,1965,2008,147000
1383,1015.0,3.0,0,719,2,660,834,2,1996.0,2398,0,11787,95.0,594.0,60,5,7,1379,1996,1997,315750
768,0.0,2.0,3,619,1,149,624,1,1987.0,768,1,7244,54.0,0.0,0,7,5,768,1970,1970,129500
778,798.0,3.0,0,0,2,770,614,0,2006.0,1576,0,8125,65.0,0.0,50,5,7,770,2006,2006,197000
1489,0.0,3.0,0,0,2,1489,462,0,1968.0,1489,0,9156,69.0,0.0,0,7,6,1489,1968,1968,185750
1040,0.0,2.0,0,0,2,0,400,1,1949.0,1040,1,8544,60.0,0.0,0,4,3,0,1950,1950,93500
1188,1152.0,4.0,0,275,0,877,252,0,1941.0,2340,0,9042,66.0,0.0,60,9,7,1152,1941,2006,266500
1040,0.0,2.0,0,0,2,0,420,1,1950.0,1040,1,7200,60.0,0.0,29,5,4,0,1950,1950,109900
1208,0.0,2.0,3,686,0,501,632,0,2006.0,1208,0,6762,64.0,24.0,61,5,7,1187,2006,2006,206000
1207,1196.0,3.0,2,0,2,1032,349,1,1940.0,2403,1,24090,69.0,0.0,0,7,7,1032,1940,1950,244400
816,0.0,2.0,3,538,2,278,432,1,2002.0,816,1,5890,69.0,0.0,0,8,6,816,1930,2007,120500
1320,1320.0,4.0,0,0,2,1240,864,1,1950.0,2640,0,11700,65.0,0.0,0,7,7,1240,1880,2003,265979
882,908.0,3.0,0,633,0,240,588,0,1999.0,1790,0,9179,68.0,158.0,88,5,7,873,1999,1999,193000
2053,1185.0,4.0,3,816,2,1217,666,2,1996.0,3238,0,14720,56.0,579.0,86,5,8,2033,1995,1996,410000
3228,0.0,3.0,0,1231,0,1969,546,1,1992.0,3228,0,12692,69.0,0.0,75,5,8,3200,1992,1993,430000
963,829.0,3.0,0,361,0,602,564,0,2001.0,1792,0,12435,80.0,172.0,96,5,7,963,2001,2001,231500
1055,790.0,3.0,0,0,2,1055,462,0,1992.0,1845,0,11218,70.0,0.0,104,5,6,1055,1992,1992,189000
1244,0.0,3.0,0,777,3,467,336,1,1957.0,1244,1,11988,90.0,0.0,40,6,6,1244,1957,1957,150000
1080,1017.0,3.0,0,50,4,499,678,1,1993.0,2097,0,11228,59.0,0.0,187,5,7,1080,1993,1993,228000
905,881.0,3.0,0,648,0,176,684,0,1997.0,1786,0,9337,69.0,0.0,162,5,6,824,1997,1997,204750
1004,0.0,2.0,0,578,1,426,480,2,1970.0,1004,1,11241,69.0,180.0,0,7,6,1004,1970,1970,149000
736,716.0,2.0,0,0,2,736,0,1,1980.0,1452,1,4456,33.0,0.0,0,5,4,736,1920,2008,113000
1473,0.0,1.0,1,1324,0,113,452,1,1968.0,1473,2,25095,65.0,0.0,48,8,5,1437,1968,2003,143000
1932,0.0,2.0,3,1336,0,596,774,2,2008.0,1932,2,12444,96.0,426.0,66,5,8,1932,2008,2008,394617
979,224.0,3.0,0,185,5,524,352,1,1950.0,1203,0,7015,69.0,161.0,0,4,5,709,1950,1950,110000
1679,0.0,3.0,0,1138,0,270,575,0,1994.0,1679,0,8125,65.0,258.0,42,5,6,1408,1994,1998,193500
1048,0.0,3.0,0,580,4,333,288,1,1962.0,1558,1,10930,60.0,0.0,0,6,5,913,1945,1950,140000
1126,0.0,3.0,3,767,1,266,540,0,1977.0,1126,2,15611,69.0,0.0,0,6,5,1126,1977,1977,175000
1687,0.0,3.0,3,353,4,60,572,1,1966.0,1687,1,57200,69.0,0.0,0,5,5,747,1948,1950,160000
1132,0.0,2.0,0,1024,0,108,451,2,2005.0,1132,0,7024,60.0,0.0,64,5,4,1132,2005,2005,176000
1987,0.0,2.0,1,1314,0,672,691,2,1994.0,1987,0,14303,91.0,554.0,36,5,8,1986,1994,1994,301500
840,840.0,3.0,0,0,2,840,308,1,1960.0,1680,1,15576,63.0,0.0,0,7,6,840,1915,1976,177000
874,650.0,3.0,0,460,4,414,315,1,1958.0,1524,1,11344,78.0,180.0,0,5,5,874,1958,1958,144000
988,0.0,3.0,0,534,4,246,276,1,1950.0,988,1,7200,60.0,0.0,80,7,5,876,1950,1950,119000
1166,0.0,3.0,0,0,2,1064,240,1,1936.0,1639,1,10480,51.0,0.0,0,5,6,1064,1936,1950,115000
815,875.0,3.0,0,0,2,815,225,1,1916.0,1690,1,8850,65.0,0.0,0,6,7,815,1916,1950,144000
950,0.0,3.0,0,412,4,251,280,1,1981.0,950,1,9758,61.0,0.0,0,5,5,950,1971,1971,119500
912,1182.0,4.0,0,0,2,912,615,2,2003.0,2094,0,9375,75.0,0.0,182,5,7,912,2003,2004,263000
1161,808.0,3.0,0,0,2,808,534,0,1977.0,1969,1,11952,92.0,0.0,0,6,7,808,1977,1977,190000
1699,1523.0,5.0,2,1470,0,203,594,1,1990.0,3222,0,12376,90.0,0.0,0,5,7,1673,1990,1990,320000
956,930.0,3.0,0,0,2,930,431,2,1998.0,1886,0,11214,69.0,0.0,0,5,7,930,1998,1999,199900
1370,0.0,2.0,2,24,0,1346,484,0,2006.0,1370,0,6442,44.0,178.0,49,5,8,1370,2006,2006,202500
1566,0.0,3.0,3,1078,0,488,750,0,2008.0,1566,0,9000,75.0,36.0,168,5,8,1566,2008,2008,262500
483,504.0,3.0,0,321,3,162,280,1,1987.0,987,1,1869,21.0,127.0,0,6,6,483,1970,1970,106000
1523,0.0,3.0,0,644,1,549,478,2,1976.0,1523,1,11361,104.0,160.0,0,5,6,1193,1976,1976,180000
1636,0.0,3.0,0,63,0,1560,865,0,2006.0,1636,0,13501,116.0,208.0,60,5,8,1623,2006,2006,255000
855,0.0,3.0,0,257,1,103,440,1,1974.0,1322,1,2308,24.0,0.0,0,5,6,855,1974,1974,147000
2117,0.0,4.0,2,865,4,340,550,2,1970.0,2117,1,12925,69.0,0.0,42,7,6,1205,1970,1970,237500
902,918.0,4.0,1,454,1,410,492,1,1965.0,1820,0,13700,69.0,288.0,84,6,7,864,1965,1988,201800
1728,0.0,4.0,0,1606,1,122,560,1,1976.0,1728,1,9297,63.0,0.0,0,5,5,1728,1976,1976,188000
630,0.0,3.0,3,515,0,115,286,1,1970.0,630,0,1526,21.0,0.0,0,8,4,630,1970,2002,86000
1180,0.0,3.0,1,1065,0,92,454,1,1988.0,2062,1,14364,69.0,128.0,55,5,7,1157,1988,1989,277000
1660,0.0,3.0,2,1220,0,440,500,0,2006.0,1660,0,10182,85.0,420.0,50,5,8,1660,2006,2006,290000
1096,370.0,3.0,0,626,1,170,566,1,1950.0,1466,0,10800,60.0,0.0,21,8,5,796,1936,1989,170000
912,0.0,2.0,0,456,3,456,275,0,1958.0,912,1,10150,70.0,1.0,0,5,5,912,1958,1958,114500
979,871.0,3.0,0,595,0,378,467,2,1994.0,1850,0,29959,69.0,0.0,98,6,7,973,1994,1994,248000
1232,0.0,3.0,0,660,4,572,516,1,1984.0,1232,1,11120,69.0,0.0,0,6,6,1232,1984,1984,162500
1062,0.0,3.0,3,539,1,490,539,0,1976.0,1062,1,11333,69.0,0.0,0,5,6,1029,1976,1976,146800
1078,0.0,3.0,0,734,0,344,500,2,1971.0,1078,1,12537,69.0,0.0,0,6,5,1078,1971,2008,149900
864,0.0,3.0,3,390,1,474,352,1,1989.0,864,1,7180,60.0,0.0,0,7,5,864,1972,1972,127000
1166,1129.0,4.0,0,728,0,367,590,0,1992.0,2295,0,13346,69.0,0.0,40,5,7,1095,1992,2000,268000
1145,0.0,2.0,0,16,0,1129,397,2,2005.0,1145,0,3182,43.0,11.0,16,5,7,1145,2005,2006,160200
1407,985.0,3.0,0,1074,0,322,870,2,1997.0,2392,0,9452,82.0,423.0,70,5,8,1396,1997,1998,348000
869,0.0,2.0,0,0,2,440,0,1,1980.0,869,3,5900,51.0,0.0,0,7,4,440,1923,1958,85500
847,1101.0,3.0,0,0,2,847,434,1,2004.0,1948,0,12393,41.0,0.0,48,5,7,847,2004,2005,195000
854,0.0,2.0,0,0,2,832,576,1,1991.0,854,1,6120,51.0,0.0,112,8,7,832,1929,2001,132000
1680,0.0,3.0,0,808,0,72,540,2,1988.0,1680,0,21695,69.0,260.0,44,9,6,880,1988,2007,222000
858,0.0,2.0,0,322,1,536,684,1,1979.0,858,1,7340,69.0,0.0,0,6,4,858,1971,1971,110000
1465,915.0,3.0,0,187,5,111,596,1,1965.0,2380,1,18450,69.0,113.0,265,5,6,1021,1965,1979,129000
1470,0.0,4.0,0,986,0,484,696,1,1998.0,2630,0,9200,80.0,473.0,66,5,8,1470,1998,1998,315000
1339,0.0,3.0,0,504,5,525,294,1,1958.0,1339,1,7560,70.0,0.0,0,6,5,1029,1958,1965,139000
1052,0.0,3.0,3,1016,2,36,288,0,1968.0,1052,1,8400,70.0,168.0,0,5,5,1052,1968,1968,138500
1163,511.0,4.0,2,0,2,1163,396,2,1955.0,1674,1,21780,66.0,0.0,36,7,6,1163,1918,1950,185000
1040,0.0,2.0,0,0,2,0,400,1,1987.0,1040,1,8544,60.0,0.0,0,4,3,0,1950,1950,92900
1022,752.0,2.0,0,0,2,952,468,1,1931.0,1774,1,6120,51.0,0.0,0,5,7,952,1931,1950,129900
918,0.0,2.0,0,0,2,918,264,1,1979.0,918,1,7892,55.0,0.0,0,5,6,918,1979,1979,99500
783,701.0,3.0,0,0,2,783,393,2,2005.0,1484,0,10237,65.0,0.0,72,5,6,783,2005,2007,178900
1080,0.0,3.0,0,570,4,510,288,1,1958.0,1080,1,9464,75.0,135.0,0,7,6,1080,1958,1958,136000
1324,0.0,2.0,0,863,0,461,550,2,2006.0,1324,0,6240,48.0,176.0,38,5,8,1324,2006,2006,254000
864,864.0,3.0,0,0,2,864,572,0,2004.0,1728,0,9313,65.0,0.0,56,5,7,864,2004,2004,190000
1242,0.0,3.0,0,916,1,326,528,1,1973.0,1242,1,9600,80.0,320.0,0,6,7,1242,1973,1973,175500
840,534.0,2.0,0,315,1,420,338,2,1967.0,1374,1,5400,90.0,0.0,0,6,4,840,1920,1950,105000
616,688.0,3.0,2,0,2,264,336,2,1976.0,1304,1,2665,69.0,0.0,24,6,5,264,1976,1976,115000
2020,0.0,3.0,0,1436,0,570,900,2,2009.0,2020,2,12220,94.0,305.0,54,5,10,2006,2009,2009,402861
965,0.0,3.0,0,641,4,187,300,1,1979.0,965,1,7800,60.0,0.0,0,5,5,828,1965,1965,119900
720,564.0,2.0,0,312,5,408,240,1,1948.0,1284,1,3500,50.0,0.0,35,7,5,720,1947,1950,110000
696,720.0,3.0,0,604,1,92,484,1,1999.0,1416,0,2572,24.0,0.0,44,5,7,696,1999,1999,155000
1108,989.0,3.0,3,975,0,133,583,0,1998.0,2097,0,9750,75.0,0.0,170,6,7,1108,1998,1998,274300
1089,661.0,3.0,0,0,2,636,240,1,1937.0,1750,2,9000,50.0,0.0,0,6,5,636,1880,1991,124000
483,504.0,2.0,0,0,2,483,288,1,1972.0,987,1,1680,21.0,297.0,0,5,6,483,1972,1972,94500
1026,932.0,3.0,0,0,2,1026,936,2,2005.0,1958,0,10625,85.0,0.0,210,5,7,1026,2005,2005,250000
1173,0.0,3.0,1,885,0,0,528,0,1974.0,1173,0,10625,85.0,81.0,120,6,7,1053,1974,1974,170000
